cpc_subclass,cpc_subclass_title,cpc_group,cpc_group_title,cpc_class,cpc_class_title
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K47/6817,"Medicinal preparations characterised by the non-active ingredients used, e.g. carriers or inert additives; Targeting or modifying agents chemically bound to the active ingredient-the non-active ingredient being chemically bound to the active ingredient, e.g. polymer-drug conjugates-the non-active ingredient being a modifying agent-the modifying agent being an antibody, an immunoglobulin or a fragment thereof, e.g. an Fc-fragment-Drug-antibody or immunoglobulin conjugates defined by the pharmacologically or therapeutically active agent-Drugs conjugated to an antibody or immunoglobulin, e.g. cisplatin-antibody conjugates-the drug being a protein or peptide, e.g. transferrin or bleomycin-Toxins",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K47/6819,"Medicinal preparations characterised by the non-active ingredients used, e.g. carriers or inert additives; Targeting or modifying agents chemically bound to the active ingredient-the non-active ingredient being chemically bound to the active ingredient, e.g. polymer-drug conjugates-the non-active ingredient being a modifying agent-the modifying agent being an antibody, an immunoglobulin or a fragment thereof, e.g. an Fc-fragment-Drug-antibody or immunoglobulin conjugates defined by the pharmacologically or therapeutically active agent-Drugs conjugated to an antibody or immunoglobulin, e.g. cisplatin-antibody conjugates-the drug being a protein or peptide, e.g. transferrin or bleomycin-Toxins-Plant toxins",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K47/6821,"Medicinal preparations characterised by the non-active ingredients used, e.g. carriers or inert additives; Targeting or modifying agents chemically bound to the active ingredient-the non-active ingredient being chemically bound to the active ingredient, e.g. polymer-drug conjugates-the non-active ingredient being a modifying agent-the modifying agent being an antibody, an immunoglobulin or a fragment thereof, e.g. an Fc-fragment-Drug-antibody or immunoglobulin conjugates defined by the pharmacologically or therapeutically active agent-Drugs conjugated to an antibody or immunoglobulin, e.g. cisplatin-antibody conjugates-the drug being a protein or peptide, e.g. transferrin or bleomycin-Toxins-Plant toxins-Plant heterodimeric toxins, e.g. abrin or modeccin",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K47/6823,"Medicinal preparations characterised by the non-active ingredients used, e.g. carriers or inert additives; Targeting or modifying agents chemically bound to the active ingredient-the non-active ingredient being chemically bound to the active ingredient, e.g. polymer-drug conjugates-the non-active ingredient being a modifying agent-the modifying agent being an antibody, an immunoglobulin or a fragment thereof, e.g. an Fc-fragment-Drug-antibody or immunoglobulin conjugates defined by the pharmacologically or therapeutically active agent-Drugs conjugated to an antibody or immunoglobulin, e.g. cisplatin-antibody conjugates-the drug being a protein or peptide, e.g. transferrin or bleomycin-Toxins-Plant toxins-Plant heterodimeric toxins, e.g. abrin or modeccin-Double chain ricin",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K47/6825,"Medicinal preparations characterised by the non-active ingredients used, e.g. carriers or inert additives; Targeting or modifying agents chemically bound to the active ingredient-the non-active ingredient being chemically bound to the active ingredient, e.g. polymer-drug conjugates-the non-active ingredient being a modifying agent-the modifying agent being an antibody, an immunoglobulin or a fragment thereof, e.g. an Fc-fragment-Drug-antibody or immunoglobulin conjugates defined by the pharmacologically or therapeutically active agent-Drugs conjugated to an antibody or immunoglobulin, e.g. cisplatin-antibody conjugates-the drug being a protein or peptide, e.g. transferrin or bleomycin-Toxins-Plant toxins-Ribosomal inhibitory proteins, i.e. RIP-I or RIP-II, e.g. Pap, gelonin or dianthin",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K47/6827,"Medicinal preparations characterised by the non-active ingredients used, e.g. carriers or inert additives; Targeting or modifying agents chemically bound to the active ingredient-the non-active ingredient being chemically bound to the active ingredient, e.g. polymer-drug conjugates-the non-active ingredient being a modifying agent-the modifying agent being an antibody, an immunoglobulin or a fragment thereof, e.g. an Fc-fragment-Drug-antibody or immunoglobulin conjugates defined by the pharmacologically or therapeutically active agent-Drugs conjugated to an antibody or immunoglobulin, e.g. cisplatin-antibody conjugates-the drug being a protein or peptide, e.g. transferrin or bleomycin-Toxins-Plant toxins-Ribosomal inhibitory proteins, i.e. RIP-I or RIP-II, e.g. Pap, gelonin or dianthin-Ricin A",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K47/6829,"Medicinal preparations characterised by the non-active ingredients used, e.g. carriers or inert additives; Targeting or modifying agents chemically bound to the active ingredient-the non-active ingredient being chemically bound to the active ingredient, e.g. polymer-drug conjugates-the non-active ingredient being a modifying agent-the modifying agent being an antibody, an immunoglobulin or a fragment thereof, e.g. an Fc-fragment-Drug-antibody or immunoglobulin conjugates defined by the pharmacologically or therapeutically active agent-Drugs conjugated to an antibody or immunoglobulin, e.g. cisplatin-antibody conjugates-the drug being a protein or peptide, e.g. transferrin or bleomycin-Toxins-Bacterial toxins, e.g. diphteria toxins or Pseudomonas exotoxin A",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K47/6831,"Medicinal preparations characterised by the non-active ingredients used, e.g. carriers or inert additives; Targeting or modifying agents chemically bound to the active ingredient-the non-active ingredient being chemically bound to the active ingredient, e.g. polymer-drug conjugates-the non-active ingredient being a modifying agent-the modifying agent being an antibody, an immunoglobulin or a fragment thereof, e.g. an Fc-fragment-Drug-antibody or immunoglobulin conjugates defined by the pharmacologically or therapeutically active agent-Drugs conjugated to an antibody or immunoglobulin, e.g. cisplatin-antibody conjugates-the drug being a protein or peptide, e.g. transferrin or bleomycin-Toxins-Fungal toxins, e.g. alpha sarcine, mitogillin, zinniol or restrictocin",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K47/6833,"Medicinal preparations characterised by the non-active ingredients used, e.g. carriers or inert additives; Targeting or modifying agents chemically bound to the active ingredient-the non-active ingredient being chemically bound to the active ingredient, e.g. polymer-drug conjugates-the non-active ingredient being a modifying agent-the modifying agent being an antibody, an immunoglobulin or a fragment thereof, e.g. an Fc-fragment-Drug-antibody or immunoglobulin conjugates defined by the pharmacologically or therapeutically active agent-Drugs conjugated to an antibody or immunoglobulin, e.g. cisplatin-antibody conjugates-the drug being a protein or peptide, e.g. transferrin or bleomycin-Toxins-Viral toxins",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K9/14,"Medicinal preparations characterised by special physical form -Particulate form, e.g. powders, ; Processes for size reducing of pure drugs or the resulting products, Pure drug nanoparticles ",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K9/141,"Medicinal preparations characterised by special physical form -Particulate form, e.g. powders, ; Processes for size reducing of pure drugs or the resulting products, Pure drug nanoparticles -Intimate drug-carrier mixtures characterised by the carrier, e.g. ordered mixtures, adsorbates, solid solutions, eutectica, co-dried, co-solubilised, co-kneaded, co-milled, co-ground products, co-precipitates, co-evaporates, co-extrudates, co-melts; Drug nanoparticles with adsorbed surface modifiers ",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K9/143,"Medicinal preparations characterised by special physical form -Particulate form, e.g. powders, ; Processes for size reducing of pure drugs or the resulting products, Pure drug nanoparticles -Intimate drug-carrier mixtures characterised by the carrier, e.g. ordered mixtures, adsorbates, solid solutions, eutectica, co-dried, co-solubilised, co-kneaded, co-milled, co-ground products, co-precipitates, co-evaporates, co-extrudates, co-melts; Drug nanoparticles with adsorbed surface modifiers -with inorganic compounds",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K9/145,"Medicinal preparations characterised by special physical form -Particulate form, e.g. powders, ; Processes for size reducing of pure drugs or the resulting products, Pure drug nanoparticles -Intimate drug-carrier mixtures characterised by the carrier, e.g. ordered mixtures, adsorbates, solid solutions, eutectica, co-dried, co-solubilised, co-kneaded, co-milled, co-ground products, co-precipitates, co-evaporates, co-extrudates, co-melts; Drug nanoparticles with adsorbed surface modifiers -with organic compounds",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K9/146,"Medicinal preparations characterised by special physical form -Particulate form, e.g. powders, ; Processes for size reducing of pure drugs or the resulting products, Pure drug nanoparticles -Intimate drug-carrier mixtures characterised by the carrier, e.g. ordered mixtures, adsorbates, solid solutions, eutectica, co-dried, co-solubilised, co-kneaded, co-milled, co-ground products, co-precipitates, co-evaporates, co-extrudates, co-melts; Drug nanoparticles with adsorbed surface modifiers -with organic macromolecular compounds",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K9/148,"Medicinal preparations characterised by special physical form -Particulate form, e.g. powders, ; Processes for size reducing of pure drugs or the resulting products, Pure drug nanoparticles -Intimate drug-carrier mixtures characterised by the carrier, e.g. ordered mixtures, adsorbates, solid solutions, eutectica, co-dried, co-solubilised, co-kneaded, co-milled, co-ground products, co-precipitates, co-evaporates, co-extrudates, co-melts; Drug nanoparticles with adsorbed surface modifiers -with compounds of unknown constitution, e.g. material from plants or animals ",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K9/16,"Medicinal preparations characterised by special physical form -Particulate form, e.g. powders, ; Processes for size reducing of pure drugs or the resulting products, Pure drug nanoparticles -Agglomerates; Granulates; Microbeadlets ; ; Microspheres; Pellets; Solid products obtained by spray drying, spray freeze drying, spray congealing,(multiple) emulsion solvent evaporation or extraction ",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K9/1605,"Medicinal preparations characterised by special physical form -Particulate form, e.g. powders, ; Processes for size reducing of pure drugs or the resulting products, Pure drug nanoparticles -Agglomerates; Granulates; Microbeadlets ; ; Microspheres; Pellets; Solid products obtained by spray drying, spray freeze drying, spray congealing,(multiple) emulsion solvent evaporation or extraction -Excipients; Inactive ingredients",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K9/1611,"Medicinal preparations characterised by special physical form -Particulate form, e.g. powders, ; Processes for size reducing of pure drugs or the resulting products, Pure drug nanoparticles -Agglomerates; Granulates; Microbeadlets ; ; Microspheres; Pellets; Solid products obtained by spray drying, spray freeze drying, spray congealing,(multiple) emulsion solvent evaporation or extraction -Excipients; Inactive ingredients-Inorganic compounds",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K9/1617,"Medicinal preparations characterised by special physical form -Particulate form, e.g. powders, ; Processes for size reducing of pure drugs or the resulting products, Pure drug nanoparticles -Agglomerates; Granulates; Microbeadlets ; ; Microspheres; Pellets; Solid products obtained by spray drying, spray freeze drying, spray congealing,(multiple) emulsion solvent evaporation or extraction -Excipients; Inactive ingredients-Organic compounds, e.g. phospholipids, fats",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K9/1623,"Medicinal preparations characterised by special physical form -Particulate form, e.g. powders, ; Processes for size reducing of pure drugs or the resulting products, Pure drug nanoparticles -Agglomerates; Granulates; Microbeadlets ; ; Microspheres; Pellets; Solid products obtained by spray drying, spray freeze drying, spray congealing,(multiple) emulsion solvent evaporation or extraction -Excipients; Inactive ingredients-Organic compounds, e.g. phospholipids, fats-Sugars or sugar alcohols, e.g. lactose; Derivatives thereof; Homeopathic globules",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K9/1629,"Medicinal preparations characterised by special physical form -Particulate form, e.g. powders, ; Processes for size reducing of pure drugs or the resulting products, Pure drug nanoparticles -Agglomerates; Granulates; Microbeadlets ; ; Microspheres; Pellets; Solid products obtained by spray drying, spray freeze drying, spray congealing,(multiple) emulsion solvent evaporation or extraction -Excipients; Inactive ingredients-Organic macromolecular compounds",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K9/1635,"Medicinal preparations characterised by special physical form -Particulate form, e.g. powders, ; Processes for size reducing of pure drugs or the resulting products, Pure drug nanoparticles -Agglomerates; Granulates; Microbeadlets ; ; Microspheres; Pellets; Solid products obtained by spray drying, spray freeze drying, spray congealing,(multiple) emulsion solvent evaporation or extraction -Excipients; Inactive ingredients-Organic macromolecular compounds-obtained by reactions only involving carbon-to-carbon unsaturated bonds, e.g. polyvinyl pyrrolidone, poly(meth)acrylates",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
A61K,"PREPARATIONS FOR MEDICAL, DENTAL OR TOILETRY PURPOSES ",A61K9/1641,"Medicinal preparations characterised by special physical form -Particulate form, e.g. powders, ; Processes for size reducing of pure drugs or the resulting products, Pure drug nanoparticles -Agglomerates; Granulates; Microbeadlets ; ; Microspheres; Pellets; Solid products obtained by spray drying, spray freeze drying, spray congealing,(multiple) emulsion solvent evaporation or extraction -Excipients; Inactive ingredients-Organic macromolecular compounds-obtained otherwise than by reactions only involving carbon-to-carbon unsaturated bonds, e.g. polyethylene glycol, poloxamers",A61,MEDICAL OR VETERINARY SCIENCE; HYGIENE
