cpc_subclass,cpc_subclass_title,cpc_group,cpc_group_title,cpc_class,cpc_class_title
B60T,"VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF; BRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERAL ; ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERAL; PORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLES; VEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES",B60T2201/083,Particular use of vehicle brake systems; Special systems using also the brakes; Special software modules within the brake system controller-Lane monitoring; Lane Keeping Systems-using active brake actuation,B60,VEHICLES IN GENERAL
B60T,"VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF; BRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERAL ; ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERAL; PORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLES; VEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES",B60T2201/084,Particular use of vehicle brake systems; Special systems using also the brakes; Special software modules within the brake system controller-Lane monitoring; Lane Keeping Systems-using suspension control,B60,VEHICLES IN GENERAL
B60T,"VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF; BRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERAL ; ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERAL; PORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLES; VEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES",B60T2201/085,Particular use of vehicle brake systems; Special systems using also the brakes; Special software modules within the brake system controller-Lane monitoring; Lane Keeping Systems-using several actuators; Coordination of the lane keeping system with other control systems,B60,VEHICLES IN GENERAL
B60T,"VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF; BRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERAL ; ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERAL; PORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLES; VEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES",B60T2201/086,Particular use of vehicle brake systems; Special systems using also the brakes; Special software modules within the brake system controller-Lane monitoring; Lane Keeping Systems-using driver related features,B60,VEHICLES IN GENERAL
B60T,"VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF; BRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERAL ; ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERAL; PORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLES; VEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES",B60T2201/087,Particular use of vehicle brake systems; Special systems using also the brakes; Special software modules within the brake system controller-Lane monitoring; Lane Keeping Systems-using active steering actuation,B60,VEHICLES IN GENERAL
B60T,"VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF; BRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERAL ; ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERAL; PORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLES; VEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES",B60T2201/088,Particular use of vehicle brake systems; Special systems using also the brakes; Special software modules within the brake system controller-Lane monitoring; Lane Keeping Systems-using transmission control,B60,VEHICLES IN GENERAL
B60T,"VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF; BRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERAL ; ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERAL; PORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLES; VEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES",B60T2201/089,Particular use of vehicle brake systems; Special systems using also the brakes; Special software modules within the brake system controller-Lane monitoring; Lane Keeping Systems-using optical detection,B60,VEHICLES IN GENERAL
B60T,"VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF; BRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERAL ; ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERAL; PORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLES; VEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES",B60T2201/09,Particular use of vehicle brake systems; Special systems using also the brakes; Special software modules within the brake system controller-Engine drag compensation,B60,VEHICLES IN GENERAL
B60T,"VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF; BRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERAL ; ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERAL; PORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLES; VEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES",B60T2201/10,Particular use of vehicle brake systems; Special systems using also the brakes; Special software modules within the brake system controller-Automatic or semi-automatic parking aid systems,B60,VEHICLES IN GENERAL
B60T,"VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF; BRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERAL ; ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERAL; PORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLES; VEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES",B60T2201/12,Particular use of vehicle brake systems; Special systems using also the brakes; Special software modules within the brake system controller-Pre-actuation of braking systems without significant braking effect; Optimizing brake performance by reduction of play between brake pads and brake disc,B60,VEHICLES IN GENERAL
B60T,"VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF; BRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERAL ; ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERAL; PORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLES; VEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES",B60T2201/122,Particular use of vehicle brake systems; Special systems using also the brakes; Special software modules within the brake system controller-Pre-actuation of braking systems without significant braking effect; Optimizing brake performance by reduction of play between brake pads and brake disc-Pre-actuation in case of ESP control,B60,VEHICLES IN GENERAL
B60T,"VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF; BRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERAL ; ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERAL; PORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLES; VEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES",B60T2201/124,"Particular use of vehicle brake systems; Special systems using also the brakes; Special software modules within the brake system controller-Pre-actuation of braking systems without significant braking effect; Optimizing brake performance by reduction of play between brake pads and brake disc-Rain brake support [RBS]; Cleaning or drying brake discs, e.g. removing water or dirt",B60,VEHICLES IN GENERAL
B60T,"VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF; BRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERAL ; ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERAL; PORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLES; VEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES",B60T2201/14,Particular use of vehicle brake systems; Special systems using also the brakes; Special software modules within the brake system controller-Electronic locking-differential,B60,VEHICLES IN GENERAL
B60T,"VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF; BRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERAL ; ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERAL; PORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLES; VEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES",B60T2201/16,"Particular use of vehicle brake systems; Special systems using also the brakes; Special software modules within the brake system controller-Curve braking control, e.g. turn control within ABS control algorithm",B60,VEHICLES IN GENERAL
B61L,GUIDING RAILWAY TRAFFIC; ENSURING THE SAFETY OF RAILWAY TRAFFIC ,B61L27/0083,"Central traffic control systems ; ; Track-side control or specific communication systems-Track-side diagnosis or maintenance, e.g. software upgrades ",B61,RAILWAYS
B61L,GUIDING RAILWAY TRAFFIC; ENSURING THE SAFETY OF RAILWAY TRAFFIC ,B61L27/0088,"Central traffic control systems ; ; Track-side control or specific communication systems-Track-side diagnosis or maintenance, e.g. software upgrades -for track-side elements or systems, e.g. trackside supervision of trackside control system conditions",B61,RAILWAYS
B61L,GUIDING RAILWAY TRAFFIC; ENSURING THE SAFETY OF RAILWAY TRAFFIC ,B61L27/0094,"Central traffic control systems ; ; Track-side control or specific communication systems-Track-side diagnosis or maintenance, e.g. software upgrades -for vehicles or vehicle trains, e.g. trackside supervision of train conditions",B61,RAILWAYS
B61L,GUIDING RAILWAY TRAFFIC; ENSURING THE SAFETY OF RAILWAY TRAFFIC ,B61L27/50,"Central railway traffic control systems; Trackside control; Communication systems specially adapted therefor-Trackside diagnosis or maintenance, e.g. software upgrades",B61,RAILWAYS
B61L,GUIDING RAILWAY TRAFFIC; ENSURING THE SAFETY OF RAILWAY TRAFFIC ,B61L27/53,"Central railway traffic control systems; Trackside control; Communication systems specially adapted therefor-Trackside diagnosis or maintenance, e.g. software upgrades-for trackside elements or systems, e.g. trackside supervision of trackside control system conditions",B61,RAILWAYS
B61L,GUIDING RAILWAY TRAFFIC; ENSURING THE SAFETY OF RAILWAY TRAFFIC ,B61L27/57,"Central railway traffic control systems; Trackside control; Communication systems specially adapted therefor-Trackside diagnosis or maintenance, e.g. software upgrades-for vehicles or trains, e.g. trackside supervision of train conditions",B61,RAILWAYS
C02F,"TREATMENT OF WATER, WASTE WATER, SEWAGE, OR SLUDGE ",C02F2209/006,Controlling or monitoring parameters in water treatment-Processes using a programmable logic controller [PLC]-comprising a software program or a logic diagram,C02,"TREATMENT OF WATER, WASTE WATER, SEWAGE, OR SLUDGE"
F15B,"SYSTEMS ACTING BY MEANS OF FLUIDS IN GENERAL; FLUID-PRESSURE ACTUATORS, e.g. SERVOMOTORS; DETAILS OF FLUID-PRESSURE SYSTEMS, NOT OTHERWISE PROVIDED FOR",F15B2211/8626,"Circuits for servomotor systems-Other types of control related to particular problems or conditions-Control during or prevention of abnormal conditions-the abnormal condition being electric or electronic failure-Electronic controller failure, e.g. software, EMV, electromagnetic interference",F15,FLUID-PRESSURE ACTUATORS; HYDRAULICS OR PNEUMATICS IN GENERAL
G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,G01N2021/8835,"Investigating or analysing materials by the use of optical means, i.e. using sub-millimetre waves, infrared, visible or ultraviolet light -Systems specially adapted for particular applications-Investigating the presence of flaws or contamination-Specially adapted optical and illumination features-Adjustable illumination, e.g. software adjustable screen",G01,MEASURING; TESTING
G01N,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES ,G01N30/8696,"Investigating or analysing materials by separation into components using adsorption, absorption or similar phenomena or using ion-exchange, e.g. chromatography ; or field flow fractionation;  -Column chromatography-Signal analysis-Details of Software",G01,MEASURING; TESTING
G01R,MEASURING ELECTRIC VARIABLES; MEASURING MAGNETIC VARIABLES ,G01R13/029,Arrangements for displaying electric variables or waveforms-for displaying measured electric variables in digital form-Software therefor,G01,MEASURING; TESTING
G01R,MEASURING ELECTRIC VARIABLES; MEASURING MAGNETIC VARIABLES ,G01R31/2846,"Arrangements for testing electric properties; Arrangements for locating electric faults; Arrangements for electrical testing characterised by what is being tested not provided for elsewhere -Testing of electronic circuits, e.g. by signal tracer -Specific tests of electronic circuits not provided for elsewhere -Fault-finding or characterising -using hard- or software simulation or using knowledge-based systems, e.g. expert systems, artificial intelligence or interactive algorithms",G01,MEASURING; TESTING
G01R,MEASURING ELECTRIC VARIABLES; MEASURING MAGNETIC VARIABLES ,G01R31/2848,"Arrangements for testing electric properties; Arrangements for locating electric faults; Arrangements for electrical testing characterised by what is being tested not provided for elsewhere -Testing of electronic circuits, e.g. by signal tracer -Specific tests of electronic circuits not provided for elsewhere -Fault-finding or characterising -using hard- or software simulation or using knowledge-based systems, e.g. expert systems, artificial intelligence or interactive algorithms-using simulation",G01,MEASURING; TESTING
G01R,MEASURING ELECTRIC VARIABLES; MEASURING MAGNETIC VARIABLES ,G01R31/2868,"Arrangements for testing electric properties; Arrangements for locating electric faults; Arrangements for electrical testing characterised by what is being tested not provided for elsewhere -Testing of electronic circuits, e.g. by signal tracer -Testing of integrated circuits [IC] -Environmental, reliability or burn-in testing-External aspects, e.g. related to chambers, contacting devices or handlers-Complete testing stations; systems; procedures; software aspects",G01,MEASURING; TESTING
G01R,MEASURING ELECTRIC VARIABLES; MEASURING MAGNETIC VARIABLES ,G01R31/287,"Arrangements for testing electric properties; Arrangements for locating electric faults; Arrangements for electrical testing characterised by what is being tested not provided for elsewhere -Testing of electronic circuits, e.g. by signal tracer -Testing of integrated circuits [IC] -Environmental, reliability or burn-in testing-External aspects, e.g. related to chambers, contacting devices or handlers-Complete testing stations; systems; procedures; software aspects-Procedures; Software aspects",G01,MEASURING; TESTING
G01R,MEASURING ELECTRIC VARIABLES; MEASURING MAGNETIC VARIABLES ,G01R31/31718,"Arrangements for testing electric properties; Arrangements for locating electric faults; Arrangements for electrical testing characterised by what is being tested not provided for elsewhere -Testing of electronic circuits, e.g. by signal tracer -Testing of digital circuits-Logistic aspects, e.g. binning, selection, sorting of devices under test, tester/handler interaction networks, Test management software, e.g. software for test statistics or test evaluation, yield analysis ",G01,MEASURING; TESTING
G01R,MEASURING ELECTRIC VARIABLES; MEASURING MAGNETIC VARIABLES ,G01R31/367,"Arrangements for testing electric properties; Arrangements for locating electric faults; Arrangements for electrical testing characterised by what is being tested not provided for elsewhere -Arrangements for testing, measuring or monitoring the electrical condition of accumulators or electric batteries, e.g. capacity or state of charge [SoC]-Software therefor, e.g. for battery testing using modelling or look-up tables",G01,MEASURING; TESTING
G01S,RADIO DIRECTION-FINDING; RADIO NAVIGATION; DETERMINING DISTANCE OR VELOCITY BY USE OF RADIO WAVES; LOCATING OR PRESENCE-DETECTING BY USE OF THE REFLECTION OR RERADIATION OF RADIO WAVES; ANALOGOUS ARRANGEMENTS USING OTHER WAVES,G01S19/35,"Satellite radio beacon positioning systems; Determining position, velocity or attitude using signals transmitted by such systems-Satellite radio beacon positioning systems transmitting time-stamped messages, e.g. GPS [Global Positioning System], GLONASS [Global Orbiting Navigation Satellite System] or GALILEO-Receivers-Constructional details or hardware or software details of the signal processing chain",G01,MEASURING; TESTING
G01S,RADIO DIRECTION-FINDING; RADIO NAVIGATION; DETERMINING DISTANCE OR VELOCITY BY USE OF RADIO WAVES; LOCATING OR PRESENCE-DETECTING BY USE OF THE REFLECTION OR RERADIATION OF RADIO WAVES; ANALOGOUS ARRANGEMENTS USING OTHER WAVES,G01S19/36,"Satellite radio beacon positioning systems; Determining position, velocity or attitude using signals transmitted by such systems-Satellite radio beacon positioning systems transmitting time-stamped messages, e.g. GPS [Global Positioning System], GLONASS [Global Orbiting Navigation Satellite System] or GALILEO-Receivers-Constructional details or hardware or software details of the signal processing chain-relating to the receiver frond end",G01,MEASURING; TESTING
G01S,RADIO DIRECTION-FINDING; RADIO NAVIGATION; DETERMINING DISTANCE OR VELOCITY BY USE OF RADIO WAVES; LOCATING OR PRESENCE-DETECTING BY USE OF THE REFLECTION OR RERADIATION OF RADIO WAVES; ANALOGOUS ARRANGEMENTS USING OTHER WAVES,G01S19/37,"Satellite radio beacon positioning systems; Determining position, velocity or attitude using signals transmitted by such systems-Satellite radio beacon positioning systems transmitting time-stamped messages, e.g. GPS [Global Positioning System], GLONASS [Global Orbiting Navigation Satellite System] or GALILEO-Receivers-Constructional details or hardware or software details of the signal processing chain-Hardware or software details of the signal processing chain",G01,MEASURING; TESTING
G03F,"PHOTOMECHANICAL PRODUCTION OF TEXTURED OR PATTERNED SURFACES, e.g. FOR PRINTING, FOR PROCESSING OF SEMICONDUCTOR DEVICES; MATERIALS THEREFOR; ORIGINALS THEREFOR; APPARATUS SPECIALLY ADAPTED THEREFOR; ",G03F7/70491,"Photomechanical, e.g. photolithographic, production of textured or patterned surfaces, e.g. printing surfaces; Materials therefor, e.g. comprising photoresists; Apparatus specially adapted therefor -Microphotolithographic exposure; Apparatus therefor -Information management; Active and passive control; Testing; Wafer monitoring, e.g. pattern monitoring-Information management, e.g. software; Active and passive control, e.g. details of controlling exposure processes or exposure tool monitoring processes",G03,PHOTOGRAPHY; CINEMATOGRAPHY; ANALOGOUS TECHNIQUES USING WAVES OTHER THAN OPTICAL WAVES; ELECTROGRAPHY; HOLOGRAPHY
G03F,"PHOTOMECHANICAL PRODUCTION OF TEXTURED OR PATTERNED SURFACES, e.g. FOR PRINTING, FOR PROCESSING OF SEMICONDUCTOR DEVICES; MATERIALS THEREFOR; ORIGINALS THEREFOR; APPARATUS SPECIALLY ADAPTED THEREFOR; ",G03F7/705,"Photomechanical, e.g. photolithographic, production of textured or patterned surfaces, e.g. printing surfaces; Materials therefor, e.g. comprising photoresists; Apparatus specially adapted therefor -Microphotolithographic exposure; Apparatus therefor -Information management; Active and passive control; Testing; Wafer monitoring, e.g. pattern monitoring-Information management, e.g. software; Active and passive control, e.g. details of controlling exposure processes or exposure tool monitoring processes-Modelling or simulating from physical phenomena up to complete wafer processes or whole workflow in wafer productions",G03,PHOTOGRAPHY; CINEMATOGRAPHY; ANALOGOUS TECHNIQUES USING WAVES OTHER THAN OPTICAL WAVES; ELECTROGRAPHY; HOLOGRAPHY
G03F,"PHOTOMECHANICAL PRODUCTION OF TEXTURED OR PATTERNED SURFACES, e.g. FOR PRINTING, FOR PROCESSING OF SEMICONDUCTOR DEVICES; MATERIALS THEREFOR; ORIGINALS THEREFOR; APPARATUS SPECIALLY ADAPTED THEREFOR; ",G03F7/70504,"Photomechanical, e.g. photolithographic, production of textured or patterned surfaces, e.g. printing surfaces; Materials therefor, e.g. comprising photoresists; Apparatus specially adapted therefor -Microphotolithographic exposure; Apparatus therefor -Information management; Active and passive control; Testing; Wafer monitoring, e.g. pattern monitoring-Information management, e.g. software; Active and passive control, e.g. details of controlling exposure processes or exposure tool monitoring processes-Modelling or simulating from physical phenomena up to complete wafer processes or whole workflow in wafer productions-Optical system modelling, e.g. lens heating models",G03,PHOTOGRAPHY; CINEMATOGRAPHY; ANALOGOUS TECHNIQUES USING WAVES OTHER THAN OPTICAL WAVES; ELECTROGRAPHY; HOLOGRAPHY
G03F,"PHOTOMECHANICAL PRODUCTION OF TEXTURED OR PATTERNED SURFACES, e.g. FOR PRINTING, FOR PROCESSING OF SEMICONDUCTOR DEVICES; MATERIALS THEREFOR; ORIGINALS THEREFOR; APPARATUS SPECIALLY ADAPTED THEREFOR; ",G03F7/70508,"Photomechanical, e.g. photolithographic, production of textured or patterned surfaces, e.g. printing surfaces; Materials therefor, e.g. comprising photoresists; Apparatus specially adapted therefor -Microphotolithographic exposure; Apparatus therefor -Information management; Active and passive control; Testing; Wafer monitoring, e.g. pattern monitoring-Information management, e.g. software; Active and passive control, e.g. details of controlling exposure processes or exposure tool monitoring processes-Data handling in all parts of the microlithographic apparatus, e.g. handling pattern data for addressable masks or data transfer to or from different components within the exposure apparatus",G03,PHOTOGRAPHY; CINEMATOGRAPHY; ANALOGOUS TECHNIQUES USING WAVES OTHER THAN OPTICAL WAVES; ELECTROGRAPHY; HOLOGRAPHY
